pair_index,pair_id,viewpoint_1,viewpoint_2,expected_train_images,expected_val_images,expected_test_pair_images,pilot_rank,pilot_name,pilot_note
1471,p1471,elmid-radnear-az000,elhigh-radfar-az135,301,63,46,,,
1472,p1472,elmid-radnear-az000,elhigh-radfar-az180,295,69,46,,,
1473,p1473,elmid-radnear-az000,elhigh-radfar-az225,298,64,48,,,
1474,p1474,elmid-radnear-az000,elhigh-radfar-az270,292,67,51,,,
1475,p1475,elmid-radnear-az000,elhigh-radfar-az315,292,67,51,,,
1476,p1476,elmid-radnear-az045,elmid-radnear-az090,288,59,63,,,
1477,p1477,elmid-radnear-az045,elmid-radnear-az135,280,55,75,,,
1478,p1478,elmid-radnear-az045,elmid-radnear-az180,282,64,64,,,
1479,p1479,elmid-radnear-az045,elmid-radnear-az225,284,69,57,,,
1480,p1480,elmid-radnear-az045,elmid-radnear-az270,272,63,75,,,
1481,p1481,elmid-radnear-az045,elmid-radnear-az315,280,65,65,,,
1482,p1482,elmid-radnear-az045,elmid-radmid-az000,276,60,74,,,
1483,p1483,elmid-radnear-az045,elmid-radmid-az045,273,70,67,,,
1484,p1484,elmid-radnear-az045,elmid-radmid-az090,278,71,61,,,
1485,p1485,elmid-radnear-az045,elmid-radmid-az135,285,73,52,,,
1486,p1486,elmid-radnear-az045,elmid-radmid-az180,287,60,63,,,
1487,p1487,elmid-radnear-az045,elmid-radmid-az225,289,67,54,,,
1488,p1488,elmid-radnear-az045,elmid-radmid-az270,276,62,72,,,
1489,p1489,elmid-radnear-az045,elmid-radmid-az315,284,65,61,,,
1490,p1490,elmid-radnear-az045,elmid-radfar-az000,287,64,59,,,
1491,p1491,elmid-radnear-az045,elmid-radfar-az045,277,71,62,,,
1492,p1492,elmid-radnear-az045,elmid-radfar-az090,277,72,61,,,
1493,p1493,elmid-radnear-az045,elmid-radfar-az135,284,63,63,,,
1494,p1494,elmid-radnear-az045,elmid-radfar-az180,289,63,58,,,
1495,p1495,elmid-radnear-az045,elmid-radfar-az225,271,71,68,,,
1496,p1496,elmid-radnear-az045,elmid-radfar-az270,283,69,58,,,
1497,p1497,elmid-radnear-az045,elmid-radfar-az315,286,66,58,,,
1498,p1498,elmid-radnear-az045,elhigh-radnear-az000,279,65,66,,,
1499,p1499,elmid-radnear-az045,elhigh-radnear-az045,290,65,55,,,
1500,p1500,elmid-radnear-az045,elhigh-radnear-az090,279,71,60,,,
1501,p1501,elmid-radnear-az045,elhigh-radnear-az135,275,71,64,,,
1502,p1502,elmid-radnear-az045,elhigh-radnear-az180,284,63,63,,,
1503,p1503,elmid-radnear-az045,elhigh-radnear-az225,269,73,68,,,
1504,p1504,elmid-radnear-az045,elhigh-radnear-az270,281,67,62,,,
1505,p1505,elmid-radnear-az045,elhigh-radnear-az315,278,71,61,,,
1506,p1506,elmid-radnear-az045,elhigh-radmid-az000,275,60,75,,,
1507,p1507,elmid-radnear-az045,elhigh-radmid-az045,285,63,62,,,
1508,p1508,elmid-radnear-az045,elhigh-radmid-az090,279,65,66,,,
1509,p1509,elmid-radnear-az045,elhigh-radmid-az135,279,69,62,,,
1510,p1510,elmid-radnear-az045,elhigh-radmid-az180,274,74,62,,,
1511,p1511,elmid-radnear-az045,elhigh-radmid-az225,268,74,68,,,
1512,p1512,elmid-radnear-az045,elhigh-radmid-az270,285,66,59,,,
1513,p1513,elmid-radnear-az045,elhigh-radmid-az315,288,66,56,,,
1514,p1514,elmid-radnear-az045,elhigh-radfar-az000,292,57,61,,,
1515,p1515,elmid-radnear-az045,elhigh-radfar-az045,261,78,71,,,
1516,p1516,elmid-radnear-az045,elhigh-radfar-az090,285,64,61,,,
1517,p1517,elmid-radnear-az045,elhigh-radfar-az135,291,62,57,,,
1518,p1518,elmid-radnear-az045,elhigh-radfar-az180,285,68,57,,,
1519,p1519,elmid-radnear-az045,elhigh-radfar-az225,288,63,59,,,
1520,p1520,elmid-radnear-az045,elhigh-radfar-az270,282,66,62,,,
1521,p1521,elmid-radnear-az045,elhigh-radfar-az315,282,66,62,,,
1522,p1522,elmid-radnear-az090,elmid-radnear-az135,292,44,74,,,
1523,p1523,elmid-radnear-az090,elmid-radnear-az180,294,53,63,,,
1524,p1524,elmid-radnear-az090,elmid-radnear-az225,296,58,56,,,
1525,p1525,elmid-radnear-az090,elmid-radnear-az270,284,52,74,,,
1526,p1526,elmid-radnear-az090,elmid-radnear-az315,292,54,64,,,
1527,p1527,elmid-radnear-az090,elmid-radmid-az000,288,49,73,,,
1528,p1528,elmid-radnear-az090,elmid-radmid-az045,285,59,66,,,
1529,p1529,elmid-radnear-az090,elmid-radmid-az090,290,60,60,,,
1530,p1530,elmid-radnear-az090,elmid-radmid-az135,297,62,51,,,
1531,p1531,elmid-radnear-az090,elmid-radmid-az180,299,49,62,,,
1532,p1532,elmid-radnear-az090,elmid-radmid-az225,301,56,53,,,
1533,p1533,elmid-radnear-az090,elmid-radmid-az270,288,51,71,,,
1534,p1534,elmid-radnear-az090,elmid-radmid-az315,296,54,60,,,
1535,p1535,elmid-radnear-az090,elmid-radfar-az000,299,53,58,,,
1536,p1536,elmid-radnear-az090,elmid-radfar-az045,289,60,61,,,
1537,p1537,elmid-radnear-az090,elmid-radfar-az090,289,61,60,,,
1538,p1538,elmid-radnear-az090,elmid-radfar-az135,296,52,62,,,
1539,p1539,elmid-radnear-az090,elmid-radfar-az180,301,52,57,,,
1540,p1540,elmid-radnear-az090,elmid-radfar-az225,283,60,67,,,
1541,p1541,elmid-radnear-az090,elmid-radfar-az270,295,58,57,,,
1542,p1542,elmid-radnear-az090,elmid-radfar-az315,298,55,57,,,
1543,p1543,elmid-radnear-az090,elhigh-radnear-az000,291,54,65,,,
1544,p1544,elmid-radnear-az090,elhigh-radnear-az045,302,54,54,,,
1545,p1545,elmid-radnear-az090,elhigh-radnear-az090,291,60,59,,,
1546,p1546,elmid-radnear-az090,elhigh-radnear-az135,287,60,63,,,
1547,p1547,elmid-radnear-az090,elhigh-radnear-az180,296,52,62,,,
1548,p1548,elmid-radnear-az090,elhigh-radnear-az225,281,62,67,,,
1549,p1549,elmid-radnear-az090,elhigh-radnear-az270,293,56,61,,,
1550,p1550,elmid-radnear-az090,elhigh-radnear-az315,290,60,60,,,
1551,p1551,elmid-radnear-az090,elhigh-radmid-az000,287,49,74,,,
1552,p1552,elmid-radnear-az090,elhigh-radmid-az045,297,52,61,,,
1553,p1553,elmid-radnear-az090,elhigh-radmid-az090,291,54,65,,,
1554,p1554,elmid-radnear-az090,elhigh-radmid-az135,291,58,61,,,
1555,p1555,elmid-radnear-az090,elhigh-radmid-az180,286,63,61,,,
1556,p1556,elmid-radnear-az090,elhigh-radmid-az225,280,63,67,,,
1557,p1557,elmid-radnear-az090,elhigh-radmid-az270,297,55,58,,,
1558,p1558,elmid-radnear-az090,elhigh-radmid-az315,300,55,55,,,
1559,p1559,elmid-radnear-az090,elhigh-radfar-az000,304,46,60,,,
1560,p1560,elmid-radnear-az090,elhigh-radfar-az045,273,67,70,,,
1561,p1561,elmid-radnear-az090,elhigh-radfar-az090,297,53,60,,,
1562,p1562,elmid-radnear-az090,elhigh-radfar-az135,303,51,56,,,
1563,p1563,elmid-radnear-az090,elhigh-radfar-az180,297,57,56,,,
1564,p1564,elmid-radnear-az090,elhigh-radfar-az225,300,52,58,,,
1565,p1565,elmid-radnear-az090,elhigh-radfar-az270,294,55,61,,,
1566,p1566,elmid-radnear-az090,elhigh-radfar-az315,294,55,61,,,
1567,p1567,elmid-radnear-az135,elmid-radnear-az180,286,49,75,,,
1568,p1568,elmid-radnear-az135,elmid-radnear-az225,288,54,68,,,
1569,p1569,elmid-radnear-az135,elmid-radnear-az270,276,48,86,,,
1570,p1570,elmid-radnear-az135,elmid-radnear-az315,284,50,76,,,
1571,p1571,elmid-radnear-az135,elmid-radmid-az000,280,45,85,,,
1572,p1572,elmid-radnear-az135,elmid-radmid-az045,277,55,78,,,
1573,p1573,elmid-radnear-az135,elmid-radmid-az090,282,56,72,,,
1574,p1574,elmid-radnear-az135,elmid-radmid-az135,289,58,63,,,
1575,p1575,elmid-radnear-az135,elmid-radmid-az180,291,45,74,,,
1576,p1576,elmid-radnear-az135,elmid-radmid-az225,293,52,65,,,
1577,p1577,elmid-radnear-az135,elmid-radmid-az270,280,47,83,,,
1578,p1578,elmid-radnear-az135,elmid-radmid-az315,288,50,72,,,
1579,p1579,elmid-radnear-az135,elmid-radfar-az000,291,49,70,,,
1580,p1580,elmid-radnear-az135,elmid-radfar-az045,281,56,73,,,
1581,p1581,elmid-radnear-az135,elmid-radfar-az090,281,57,72,,,
1582,p1582,elmid-radnear-az135,elmid-radfar-az135,288,48,74,,,
1583,p1583,elmid-radnear-az135,elmid-radfar-az180,293,48,69,,,
1584,p1584,elmid-radnear-az135,elmid-radfar-az225,275,56,79,,,
1585,p1585,elmid-radnear-az135,elmid-radfar-az270,287,54,69,,,
1586,p1586,elmid-radnear-az135,elmid-radfar-az315,290,51,69,,,
1587,p1587,elmid-radnear-az135,elhigh-radnear-az000,283,50,77,,,
1588,p1588,elmid-radnear-az135,elhigh-radnear-az045,294,50,66,,,
1589,p1589,elmid-radnear-az135,elhigh-radnear-az090,283,56,71,,,
1590,p1590,elmid-radnear-az135,elhigh-radnear-az135,279,56,75,,,
1591,p1591,elmid-radnear-az135,elhigh-radnear-az180,288,48,74,,,
1592,p1592,elmid-radnear-az135,elhigh-radnear-az225,273,58,79,,,
1593,p1593,elmid-radnear-az135,elhigh-radnear-az270,285,52,73,,,
1594,p1594,elmid-radnear-az135,elhigh-radnear-az315,282,56,72,,,
1595,p1595,elmid-radnear-az135,elhigh-radmid-az000,279,45,86,,,
1596,p1596,elmid-radnear-az135,elhigh-radmid-az045,289,48,73,,,
1597,p1597,elmid-radnear-az135,elhigh-radmid-az090,283,50,77,,,
1598,p1598,elmid-radnear-az135,elhigh-radmid-az135,283,54,73,,,
1599,p1599,elmid-radnear-az135,elhigh-radmid-az180,278,59,73,,,
1600,p1600,elmid-radnear-az135,elhigh-radmid-az225,272,59,79,,,
1601,p1601,elmid-radnear-az135,elhigh-radmid-az270,289,51,70,,,
1602,p1602,elmid-radnear-az135,elhigh-radmid-az315,292,51,67,,,
1603,p1603,elmid-radnear-az135,elhigh-radfar-az000,296,42,72,,,
1604,p1604,elmid-radnear-az135,elhigh-radfar-az045,265,63,82,,,
1605,p1605,elmid-radnear-az135,elhigh-radfar-az090,289,49,72,,,
1606,p1606,elmid-radnear-az135,elhigh-radfar-az135,295,47,68,,,
1607,p1607,elmid-radnear-az135,elhigh-radfar-az180,289,53,68,,,
1608,p1608,elmid-radnear-az135,elhigh-radfar-az225,292,48,70,,,
1609,p1609,elmid-radnear-az135,elhigh-radfar-az270,286,51,73,,,
1610,p1610,elmid-radnear-az135,elhigh-radfar-az315,286,51,73,,,
1611,p1611,elmid-radnear-az180,elmid-radnear-az225,290,63,57,,,
1612,p1612,elmid-radnear-az180,elmid-radnear-az270,278,57,75,,,
1613,p1613,elmid-radnear-az180,elmid-radnear-az315,286,59,65,,,
1614,p1614,elmid-radnear-az180,elmid-radmid-az000,282,54,74,,,
1615,p1615,elmid-radnear-az180,elmid-radmid-az045,279,64,67,,,
1616,p1616,elmid-radnear-az180,elmid-radmid-az090,284,65,61,,,
1617,p1617,elmid-radnear-az180,elmid-radmid-az135,291,67,52,,,
1618,p1618,elmid-radnear-az180,elmid-radmid-az180,293,54,63,,,
1619,p1619,elmid-radnear-az180,elmid-radmid-az225,295,61,54,,,
1620,p1620,elmid-radnear-az180,elmid-radmid-az270,282,56,72,,,
1621,p1621,elmid-radnear-az180,elmid-radmid-az315,290,59,61,,,
1622,p1622,elmid-radnear-az180,elmid-radfar-az000,293,58,59,,,
1623,p1623,elmid-radnear-az180,elmid-radfar-az045,283,65,62,,,
1624,p1624,elmid-radnear-az180,elmid-radfar-az090,283,66,61,,,
1625,p1625,elmid-radnear-az180,elmid-radfar-az135,290,57,63,,,
1626,p1626,elmid-radnear-az180,elmid-radfar-az180,295,57,58,,,
1627,p1627,elmid-radnear-az180,elmid-radfar-az225,277,65,68,,,
1628,p1628,elmid-radnear-az180,elmid-radfar-az270,289,63,58,,,
1629,p1629,elmid-radnear-az180,elmid-radfar-az315,292,60,58,,,
1630,p1630,elmid-radnear-az180,elhigh-radnear-az000,285,59,66,,,
1631,p1631,elmid-radnear-az180,elhigh-radnear-az045,296,59,55,,,
1632,p1632,elmid-radnear-az180,elhigh-radnear-az090,285,65,60,,,
1633,p1633,elmid-radnear-az180,elhigh-radnear-az135,281,65,64,,,
1634,p1634,elmid-radnear-az180,elhigh-radnear-az180,290,57,63,,,
1635,p1635,elmid-radnear-az180,elhigh-radnear-az225,275,67,68,,,
1636,p1636,elmid-radnear-az180,elhigh-radnear-az270,287,61,62,,,
1637,p1637,elmid-radnear-az180,elhigh-radnear-az315,284,65,61,,,
1638,p1638,elmid-radnear-az180,elhigh-radmid-az000,281,54,75,,,
1639,p1639,elmid-radnear-az180,elhigh-radmid-az045,291,57,62,,,
1640,p1640,elmid-radnear-az180,elhigh-radmid-az090,285,59,66,,,
1641,p1641,elmid-radnear-az180,elhigh-radmid-az135,285,63,62,,,
1642,p1642,elmid-radnear-az180,elhigh-radmid-az180,280,68,62,,,
1643,p1643,elmid-radnear-az180,elhigh-radmid-az225,274,68,68,,,
1644,p1644,elmid-radnear-az180,elhigh-radmid-az270,291,60,59,,,
1645,p1645,elmid-radnear-az180,elhigh-radmid-az315,294,60,56,,,
1646,p1646,elmid-radnear-az180,elhigh-radfar-az000,298,51,61,,,
1647,p1647,elmid-radnear-az180,elhigh-radfar-az045,267,72,71,,,
1648,p1648,elmid-radnear-az180,elhigh-radfar-az090,291,58,61,,,
1649,p1649,elmid-radnear-az180,elhigh-radfar-az135,297,56,57,,,
1650,p1650,elmid-radnear-az180,elhigh-radfar-az180,291,62,57,,,
1651,p1651,elmid-radnear-az180,elhigh-radfar-az225,294,57,59,,,
1652,p1652,elmid-radnear-az180,elhigh-radfar-az270,288,60,62,,,
1653,p1653,elmid-radnear-az180,elhigh-radfar-az315,288,60,62,,,
1654,p1654,elmid-radnear-az225,elmid-radnear-az270,280,62,68,,,
1655,p1655,elmid-radnear-az225,elmid-radnear-az315,288,64,58,,,
1656,p1656,elmid-radnear-az225,elmid-radmid-az000,284,59,67,,,
1657,p1657,elmid-radnear-az225,elmid-radmid-az045,281,69,60,,,
1658,p1658,elmid-radnear-az225,elmid-radmid-az090,286,70,54,,,
1659,p1659,elmid-radnear-az225,elmid-radmid-az135,293,72,45,,,
1660,p1660,elmid-radnear-az225,elmid-radmid-az180,295,59,56,,,
1661,p1661,elmid-radnear-az225,elmid-radmid-az225,297,66,47,,,
1662,p1662,elmid-radnear-az225,elmid-radmid-az270,284,61,65,,,
1663,p1663,elmid-radnear-az225,elmid-radmid-az315,292,64,54,,,
1664,p1664,elmid-radnear-az225,elmid-radfar-az000,295,63,52,,,
1665,p1665,elmid-radnear-az225,elmid-radfar-az045,285,70,55,,,
1666,p1666,elmid-radnear-az225,elmid-radfar-az090,285,71,54,,,
1667,p1667,elmid-radnear-az225,elmid-radfar-az135,292,62,56,,,
1668,p1668,elmid-radnear-az225,elmid-radfar-az180,297,62,51,,,
1669,p1669,elmid-radnear-az225,elmid-radfar-az225,279,70,61,,,
1670,p1670,elmid-radnear-az225,elmid-radfar-az270,291,68,51,,,
1671,p1671,elmid-radnear-az225,elmid-radfar-az315,294,65,51,,,
1672,p1672,elmid-radnear-az225,elhigh-radnear-az000,287,64,59,,,
1673,p1673,elmid-radnear-az225,elhigh-radnear-az045,298,64,48,,,
1674,p1674,elmid-radnear-az225,elhigh-radnear-az090,287,70,53,,,
1675,p1675,elmid-radnear-az225,elhigh-radnear-az135,283,70,57,,,
1676,p1676,elmid-radnear-az225,elhigh-radnear-az180,292,62,56,,,
1677,p1677,elmid-radnear-az225,elhigh-radnear-az225,277,72,61,,,
1678,p1678,elmid-radnear-az225,elhigh-radnear-az270,289,66,55,,,
1679,p1679,elmid-radnear-az225,elhigh-radnear-az315,286,70,54,,,
1680,p1680,elmid-radnear-az225,elhigh-radmid-az000,283,59,68,,,
1681,p1681,elmid-radnear-az225,elhigh-radmid-az045,293,62,55,,,
1682,p1682,elmid-radnear-az225,elhigh-radmid-az090,287,64,59,,,
1683,p1683,elmid-radnear-az225,elhigh-radmid-az135,287,68,55,,,
1684,p1684,elmid-radnear-az225,elhigh-radmid-az180,282,73,55,,,
1685,p1685,elmid-radnear-az225,elhigh-radmid-az225,276,73,61,,,
1686,p1686,elmid-radnear-az225,elhigh-radmid-az270,293,65,52,,,
1687,p1687,elmid-radnear-az225,elhigh-radmid-az315,296,65,49,,,
1688,p1688,elmid-radnear-az225,elhigh-radfar-az000,300,56,54,,,
1689,p1689,elmid-radnear-az225,elhigh-radfar-az045,269,77,64,,,
1690,p1690,elmid-radnear-az225,elhigh-radfar-az090,293,63,54,,,
1691,p1691,elmid-radnear-az225,elhigh-radfar-az135,299,61,50,,,
1692,p1692,elmid-radnear-az225,elhigh-radfar-az180,293,67,50,,,
1693,p1693,elmid-radnear-az225,elhigh-radfar-az225,296,62,52,,,
1694,p1694,elmid-radnear-az225,elhigh-radfar-az270,290,65,55,,,
1695,p1695,elmid-radnear-az225,elhigh-radfar-az315,290,65,55,,,
1696,p1696,elmid-radnear-az270,elmid-radnear-az315,276,58,76,,,
1697,p1697,elmid-radnear-az270,elmid-radmid-az000,272,53,85,,,
1698,p1698,elmid-radnear-az270,elmid-radmid-az045,269,63,78,,,
1699,p1699,elmid-radnear-az270,elmid-radmid-az090,274,64,72,,,
1700,p1700,elmid-radnear-az270,elmid-radmid-az135,281,66,63,,,
1701,p1701,elmid-radnear-az270,elmid-radmid-az180,283,53,74,,,
1702,p1702,elmid-radnear-az270,elmid-radmid-az225,285,60,65,,,
1703,p1703,elmid-radnear-az270,elmid-radmid-az270,272,55,83,,,
1704,p1704,elmid-radnear-az270,elmid-radmid-az315,280,58,72,,,
1705,p1705,elmid-radnear-az270,elmid-radfar-az000,283,57,70,,,
1706,p1706,elmid-radnear-az270,elmid-radfar-az045,273,64,73,,,
1707,p1707,elmid-radnear-az270,elmid-radfar-az090,273,65,72,,,
1708,p1708,elmid-radnear-az270,elmid-radfar-az135,280,56,74,,,
1709,p1709,elmid-radnear-az270,elmid-radfar-az180,285,56,69,,,
1710,p1710,elmid-radnear-az270,elmid-radfar-az225,267,64,79,,,
1711,p1711,elmid-radnear-az270,elmid-radfar-az270,279,62,69,,,
1712,p1712,elmid-radnear-az270,elmid-radfar-az315,282,59,69,,,
1713,p1713,elmid-radnear-az270,elhigh-radnear-az000,275,58,77,,,
1714,p1714,elmid-radnear-az270,elhigh-radnear-az045,286,58,66,,,
1715,p1715,elmid-radnear-az270,elhigh-radnear-az090,275,64,71,,,
1716,p1716,elmid-radnear-az270,elhigh-radnear-az135,271,64,75,,,
1717,p1717,elmid-radnear-az270,elhigh-radnear-az180,280,56,74,,,
1718,p1718,elmid-radnear-az270,elhigh-radnear-az225,265,66,79,,,
1719,p1719,elmid-radnear-az270,elhigh-radnear-az270,277,60,73,,,
1720,p1720,elmid-radnear-az270,elhigh-radnear-az315,274,64,72,,,
1721,p1721,elmid-radnear-az270,elhigh-radmid-az000,271,53,86,,,
1722,p1722,elmid-radnear-az270,elhigh-radmid-az045,281,56,73,,,
1723,p1723,elmid-radnear-az270,elhigh-radmid-az090,275,58,77,,,
1724,p1724,elmid-radnear-az270,elhigh-radmid-az135,275,62,73,,,
1725,p1725,elmid-radnear-az270,elhigh-radmid-az180,270,67,73,,,
1726,p1726,elmid-radnear-az270,elhigh-radmid-az225,264,67,79,,,
1727,p1727,elmid-radnear-az270,elhigh-radmid-az270,281,59,70,,,
1728,p1728,elmid-radnear-az270,elhigh-radmid-az315,284,59,67,,,
1729,p1729,elmid-radnear-az270,elhigh-radfar-az000,288,50,72,,,
1730,p1730,elmid-radnear-az270,elhigh-radfar-az045,257,71,82,,,
1731,p1731,elmid-radnear-az270,elhigh-radfar-az090,281,57,72,,,
1732,p1732,elmid-radnear-az270,elhigh-radfar-az135,287,55,68,,,
1733,p1733,elmid-radnear-az270,elhigh-radfar-az180,281,61,68,,,
1734,p1734,elmid-radnear-az270,elhigh-radfar-az225,284,56,70,,,
1735,p1735,elmid-radnear-az270,elhigh-radfar-az270,278,59,73,,,
1736,p1736,elmid-radnear-az270,elhigh-radfar-az315,278,59,73,,,
1737,p1737,elmid-radnear-az315,elmid-radmid-az000,280,55,75,,,
1738,p1738,elmid-radnear-az315,elmid-radmid-az045,277,65,68,,,
1739,p1739,elmid-radnear-az315,elmid-radmid-az090,282,66,62,,,
1740,p1740,elmid-radnear-az315,elmid-radmid-az135,289,68,53,,,
1741,p1741,elmid-radnear-az315,elmid-radmid-az180,291,55,64,,,
1742,p1742,elmid-radnear-az315,elmid-radmid-az225,293,62,55,,,
1743,p1743,elmid-radnear-az315,elmid-radmid-az270,280,57,73,,,
1744,p1744,elmid-radnear-az315,elmid-radmid-az315,288,60,62,,,
1745,p1745,elmid-radnear-az315,elmid-radfar-az000,291,59,60,,,
1746,p1746,elmid-radnear-az315,elmid-radfar-az045,281,66,63,,,
1747,p1747,elmid-radnear-az315,elmid-radfar-az090,281,67,62,,,
1748,p1748,elmid-radnear-az315,elmid-radfar-az135,288,58,64,,,
1749,p1749,elmid-radnear-az315,elmid-radfar-az180,293,58,59,,,
1750,p1750,elmid-radnear-az315,elmid-radfar-az225,275,66,69,,,
1751,p1751,elmid-radnear-az315,elmid-radfar-az270,287,64,59,,,
1752,p1752,elmid-radnear-az315,elmid-radfar-az315,290,61,59,,,
1753,p1753,elmid-radnear-az315,elhigh-radnear-az000,283,60,67,,,
1754,p1754,elmid-radnear-az315,elhigh-radnear-az045,294,60,56,,,
1755,p1755,elmid-radnear-az315,elhigh-radnear-az090,283,66,61,,,
1756,p1756,elmid-radnear-az315,elhigh-radnear-az135,279,66,65,,,
1757,p1757,elmid-radnear-az315,elhigh-radnear-az180,288,58,64,,,
1758,p1758,elmid-radnear-az315,elhigh-radnear-az225,273,68,69,,,
1759,p1759,elmid-radnear-az315,elhigh-radnear-az270,285,62,63,,,
1760,p1760,elmid-radnear-az315,elhigh-radnear-az315,282,66,62,,,
1761,p1761,elmid-radnear-az315,elhigh-radmid-az000,279,55,76,,,
1762,p1762,elmid-radnear-az315,elhigh-radmid-az045,289,58,63,,,
1763,p1763,elmid-radnear-az315,elhigh-radmid-az090,283,60,67,,,
1764,p1764,elmid-radnear-az315,elhigh-radmid-az135,283,64,63,,,
1765,p1765,elmid-radnear-az315,elhigh-radmid-az180,278,69,63,,,
1766,p1766,elmid-radnear-az315,elhigh-radmid-az225,272,69,69,,,
1767,p1767,elmid-radnear-az315,elhigh-radmid-az270,289,61,60,,,
1768,p1768,elmid-radnear-az315,elhigh-radmid-az315,292,61,57,,,
1769,p1769,elmid-radnear-az315,elhigh-radfar-az000,296,52,62,,,
1770,p1770,elmid-radnear-az315,elhigh-radfar-az045,265,73,72,,,
1771,p1771,elmid-radnear-az315,elhigh-radfar-az090,289,59,62,,,
1772,p1772,elmid-radnear-az315,elhigh-radfar-az135,295,57,58,,,
1773,p1773,elmid-radnear-az315,elhigh-radfar-az180,289,63,58,,,
1774,p1774,elmid-radnear-az315,elhigh-radfar-az225,292,58,60,,,
1775,p1775,elmid-radnear-az315,elhigh-radfar-az270,286,61,63,,,
1776,p1776,elmid-radnear-az315,elhigh-radfar-az315,286,61,63,,,
1777,p1777,elmid-radmid-az000,elmid-radmid-az045,273,60,77,,,
1778,p1778,elmid-radmid-az000,elmid-radmid-az090,278,61,71,,,
1779,p1779,elmid-radmid-az000,elmid-radmid-az135,285,63,62,,,
1780,p1780,elmid-radmid-az000,elmid-radmid-az180,287,50,73,4,azimuth_only,"Same elevation/radius, opposite azimuths, to isolate azimuth diversity."
1781,p1781,elmid-radmid-az000,elmid-radmid-az225,289,57,64,,,
1782,p1782,elmid-radmid-az000,elmid-radmid-az270,276,52,82,,,
1783,p1783,elmid-radmid-az000,elmid-radmid-az315,284,55,71,,,
1784,p1784,elmid-radmid-az000,elmid-radfar-az000,287,54,69,,,
1785,p1785,elmid-radmid-az000,elmid-radfar-az045,277,61,72,,,
1786,p1786,elmid-radmid-az000,elmid-radfar-az090,277,62,71,,,
1787,p1787,elmid-radmid-az000,elmid-radfar-az135,284,53,73,,,
1788,p1788,elmid-radmid-az000,elmid-radfar-az180,289,53,68,,,
1789,p1789,elmid-radmid-az000,elmid-radfar-az225,271,61,78,,,
1790,p1790,elmid-radmid-az000,elmid-radfar-az270,283,59,68,,,
1791,p1791,elmid-radmid-az000,elmid-radfar-az315,286,56,68,,,
1792,p1792,elmid-radmid-az000,elhigh-radnear-az000,279,55,76,,,
1793,p1793,elmid-radmid-az000,elhigh-radnear-az045,290,55,65,,,
1794,p1794,elmid-radmid-az000,elhigh-radnear-az090,279,61,70,,,
1795,p1795,elmid-radmid-az000,elhigh-radnear-az135,275,61,74,,,
1796,p1796,elmid-radmid-az000,elhigh-radnear-az180,284,53,73,,,
1797,p1797,elmid-radmid-az000,elhigh-radnear-az225,269,63,78,,,
1798,p1798,elmid-radmid-az000,elhigh-radnear-az270,281,57,72,,,
1799,p1799,elmid-radmid-az000,elhigh-radnear-az315,278,61,71,,,
1800,p1800,elmid-radmid-az000,elhigh-radmid-az000,275,50,85,,,
1801,p1801,elmid-radmid-az000,elhigh-radmid-az045,285,53,72,,,
1802,p1802,elmid-radmid-az000,elhigh-radmid-az090,279,55,76,,,
1803,p1803,elmid-radmid-az000,elhigh-radmid-az135,279,59,72,,,
1804,p1804,elmid-radmid-az000,elhigh-radmid-az180,274,64,72,,,
1805,p1805,elmid-radmid-az000,elhigh-radmid-az225,268,64,78,,,
1806,p1806,elmid-radmid-az000,elhigh-radmid-az270,285,56,69,,,
1807,p1807,elmid-radmid-az000,elhigh-radmid-az315,288,56,66,,,
1808,p1808,elmid-radmid-az000,elhigh-radfar-az000,292,47,71,,,
1809,p1809,elmid-radmid-az000,elhigh-radfar-az045,261,68,81,,,
1810,p1810,elmid-radmid-az000,elhigh-radfar-az090,285,54,71,,,
1811,p1811,elmid-radmid-az000,elhigh-radfar-az135,291,52,67,,,
1812,p1812,elmid-radmid-az000,elhigh-radfar-az180,285,58,67,,,
1813,p1813,elmid-radmid-az000,elhigh-radfar-az225,288,53,69,,,
1814,p1814,elmid-radmid-az000,elhigh-radfar-az270,282,56,72,,,
1815,p1815,elmid-radmid-az000,elhigh-radfar-az315,282,56,72,,,
1816,p1816,elmid-radmid-az045,elmid-radmid-az090,275,71,64,,,
1817,p1817,elmid-radmid-az045,elmid-radmid-az135,282,73,55,,,
1818,p1818,elmid-radmid-az045,elmid-radmid-az180,284,60,66,,,
1819,p1819,elmid-radmid-az045,elmid-radmid-az225,286,67,57,,,
1820,p1820,elmid-radmid-az045,elmid-radmid-az270,273,62,75,,,
1821,p1821,elmid-radmid-az045,elmid-radmid-az315,281,65,64,,,
1822,p1822,elmid-radmid-az045,elmid-radfar-az000,284,64,62,,,
1823,p1823,elmid-radmid-az045,elmid-radfar-az045,274,71,65,,,
1824,p1824,elmid-radmid-az045,elmid-radfar-az090,274,72,64,,,
1825,p1825,elmid-radmid-az045,elmid-radfar-az135,281,63,66,,,
1826,p1826,elmid-radmid-az045,elmid-radfar-az180,286,63,61,,,
1827,p1827,elmid-radmid-az045,elmid-radfar-az225,268,71,71,,,
1828,p1828,elmid-radmid-az045,elmid-radfar-az270,280,69,61,,,
1829,p1829,elmid-radmid-az045,elmid-radfar-az315,283,66,61,,,
1830,p1830,elmid-radmid-az045,elhigh-radnear-az000,276,65,69,,,
