viewpoint_1,viewpoint_2,combination_label,scene_count,mean_best_pair_strict_quality,best_individual_mean_strict_quality_on_matched_scenes,pair_synergy_strict,mean_best_pair_AP50_95,elevation_pattern,radius_pattern,azimuth_pattern,unique_elevation_count,unique_radius_count,unique_azimuth_count,max_pairwise_azimuth_gap,mean_pairwise_azimuth_gap,radius_relationship,elevation_relationship,azimuth_relationship,diversity_type,diversity_factor_count
ellow-radnear-az090,elhigh-radnear-az315,ellow-radnear-az090 + elhigh-radnear-az315,6,0.9197036276129289,0.8640820425910842,0.055621585021844666,0.912222222737554,low + high,near,090 + 315,2,1,2,135,135.0,same_radius,low_high,diagonal_135,elevation+azimuth,2
ellow-radmid-az045,elmid-radmid-az315,ellow-radmid-az045 + elmid-radmid-az315,5,0.9386211337530199,0.8849363187966105,0.05368481495640942,0.9380714290986459,low + mid,mid,045 + 315,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
elmid-radmid-az180,elhigh-radnear-az090,elmid-radmid-az180 + elhigh-radnear-az090,2,0.7363637122442324,0.68326971221774,0.05309400002649234,0.7833333343267441,mid + high,near + mid,090 + 180,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az180,ellow-radmid-az045,ellow-radnear-az180 + ellow-radmid-az045,8,0.900702719880349,0.8479375043356412,0.05276521554470781,0.9136875018980354,low,near + mid,045 + 180,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
ellow-radfar-az045,ellow-radfar-az270,ellow-radfar-az045 + ellow-radfar-az270,4,0.7146911026814378,0.6620939063473594,0.05259719633407833,0.7098958334419876,low,far,045 + 270,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
ellow-radfar-az000,ellow-radfar-az045,ellow-radfar-az000 + ellow-radfar-az045,2,0.7988797563786623,0.7467432521150403,0.05213650426362193,0.7797453715017548,low,far,000 + 045,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radfar-az045,elhigh-radfar-az090,ellow-radfar-az045 + elhigh-radfar-az090,5,0.8729530620249519,0.8217222443246911,0.05123081770026083,0.8951898153319403,low + high,far,045 + 090,2,1,2,45,45.0,same_radius,low_high,adjacent_45,elevation+azimuth,2
ellow-radnear-az180,elhigh-radfar-az000,ellow-radnear-az180 + elhigh-radfar-az000,4,0.9429662516990085,0.8920564601452217,0.05090979155378683,0.984375,low + high,near + far,000 + 180,2,2,2,180,180.0,near_far,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radfar-az270,elmid-radfar-az135,ellow-radfar-az270 + elmid-radfar-az135,5,0.7380048637120715,0.6872757539491687,0.05072910976290279,0.7460173169023546,low + mid,far,135 + 270,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
ellow-radmid-az090,elmid-radfar-az090,ellow-radmid-az090 + elmid-radfar-az090,5,0.8594377094718695,0.80917362973264,0.05026407973922953,0.891111111972067,low + mid,mid + far,090,2,2,1,0,0.0,adjacent_radius,adjacent_elevation,same_azimuth,distance+elevation,2
ellow-radfar-az135,elmid-radmid-az225,ellow-radfar-az135 + elmid-radmid-az225,4,0.8772068096349992,0.8271212247862794,0.05008558484871983,0.940625,low + mid,mid + far,135 + 225,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az315,elhigh-radmid-az225,ellow-radnear-az315 + elhigh-radmid-az225,6,0.9034811140699736,0.8539230161364202,0.04955809793355337,0.896500379411688,low + high,near + mid,225 + 315,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az270,elmid-radmid-az135,ellow-radnear-az270 + elmid-radmid-az135,4,0.8984725869270234,0.8492582167922089,0.049214370134814445,0.95,low + mid,near + mid,135 + 270,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az180,ellow-radnear-az315,ellow-radnear-az180 + ellow-radnear-az315,6,0.9145896126077963,0.8654399304495785,0.0491496821582178,0.8889583333705863,low,near,180 + 315,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
ellow-radnear-az315,ellow-radfar-az135,ellow-radnear-az315 + ellow-radfar-az135,6,0.8833486327473322,0.8344513629856328,0.04889726976169939,0.9305092596207505,low,near + far,135 + 315,1,2,2,180,180.0,near_far,same_elevation,opposite_180,distance+azimuth,2
ellow-radnear-az270,elhigh-radfar-az225,ellow-radnear-az270 + elhigh-radfar-az225,4,0.9021331555965029,0.8533057791375471,0.04882737645895574,0.884375,low + high,near + far,225 + 270,2,2,2,45,45.0,near_far,low_high,adjacent_45,distance+elevation+azimuth,3
elmid-radfar-az045,elhigh-radmid-az090,elmid-radfar-az045 + elhigh-radmid-az090,5,0.8993859551553008,0.8508541565330653,0.048531798622235556,0.9164444461994702,mid + high,mid + far,045 + 090,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az135,elhigh-radnear-az225,ellow-radmid-az135 + elhigh-radnear-az225,4,0.8146233313660378,0.7664270570842353,0.04819627428180251,0.843750000372529,low + high,near + mid,135 + 225,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
elmid-radnear-az090,elmid-radmid-az135,elmid-radnear-az090 + elmid-radmid-az135,4,0.8431599195093229,0.795185740639968,0.047974178869354844,0.9,mid,near + mid,090 + 135,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
elmid-radnear-az090,elhigh-radnear-az315,elmid-radnear-az090 + elhigh-radnear-az315,4,0.8653481891362924,0.8176297656815725,0.04771842345471988,0.92109375,mid + high,near,090 + 315,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
elmid-radnear-az135,elmid-radnear-az225,elmid-radnear-az135 + elmid-radnear-az225,4,0.9160859173264049,0.8692342262840596,0.04685169104234532,0.8990000025965273,mid,near,135 + 225,1,1,2,90,90.0,same_radius,same_elevation,quarter_turn_90,azimuth_only,1
ellow-radnear-az090,elhigh-radfar-az270,ellow-radnear-az090 + elhigh-radfar-az270,6,0.9212770806166072,0.8744411878335292,0.04683589278307798,0.9737500001986822,low + high,near + far,090 + 270,2,2,2,180,180.0,near_far,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radnear-az000,elhigh-radmid-az000,ellow-radnear-az000 + elhigh-radmid-az000,6,0.931264039838482,0.8846216514539034,0.04664238838457868,0.9740069150623248,low + high,near + mid,000,2,2,1,0,0.0,adjacent_radius,low_high,same_azimuth,distance+elevation,2
ellow-radmid-az045,elmid-radfar-az135,ellow-radmid-az045 + elmid-radfar-az135,10,0.8737867619624673,0.8271837330196383,0.04660302894282897,0.8153145149172172,low + mid,mid + far,045 + 135,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radmid-az135,elmid-radfar-az135,ellow-radmid-az135 + elmid-radfar-az135,7,0.8702115953651506,0.8242970627423719,0.04591453262277867,0.885521840951227,low + mid,mid + far,135,2,2,1,0,0.0,adjacent_radius,adjacent_elevation,same_azimuth,distance+elevation,2
ellow-radnear-az090,ellow-radmid-az135,ellow-radnear-az090 + ellow-radmid-az135,7,0.9172727914409288,0.8717530281523257,0.04551976328860308,0.9714285714285714,low,near + mid,090 + 135,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
ellow-radnear-az090,elhigh-radmid-az315,ellow-radnear-az090 + elhigh-radmid-az315,7,0.9176085850386129,0.8722181610240318,0.04539042401458104,0.9517857143123235,low + high,near + mid,090 + 315,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
elmid-radmid-az225,elhigh-radmid-az270,elmid-radmid-az225 + elhigh-radmid-az270,3,0.8102398314694312,0.7651439820606546,0.045095849408776645,0.9,mid + high,mid,225 + 270,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
ellow-radmid-az000,elmid-radfar-az045,ellow-radmid-az000 + elmid-radfar-az045,2,0.8300564400052508,0.7858972948922727,0.04415914511297814,0.819444444982542,low + mid,mid + far,000 + 045,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az045,elmid-radmid-az225,ellow-radfar-az045 + elmid-radmid-az225,4,0.8787458194815523,0.8347156296523046,0.04403018982924767,0.9429976857508774,low + mid,mid + far,045 + 225,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az135,ellow-radfar-az270,ellow-radmid-az135 + ellow-radfar-az270,5,0.8520586312160546,0.8081869319707679,0.04387169924528678,0.86,low,mid + far,135 + 270,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
ellow-radnear-az000,ellow-radfar-az270,ellow-radnear-az000 + ellow-radfar-az270,5,0.6844025209249267,0.640835334663852,0.0435671862610747,0.6679166667535901,low,near + far,000 + 270,1,2,2,90,90.0,near_far,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radmid-az000,elhigh-radnear-az135,ellow-radmid-az000 + elhigh-radnear-az135,4,0.8227074586056533,0.7792521455657724,0.04345531303988093,0.8418571444558246,low + high,near + mid,000 + 135,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az180,elmid-radmid-az315,ellow-radnear-az180 + elmid-radmid-az315,8,0.9334291029747361,0.8900742275582183,0.043354875416517835,0.9260683378960475,low + mid,near + mid,180 + 315,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az000,elmid-radnear-az090,ellow-radnear-az000 + elmid-radnear-az090,8,0.9284061878651881,0.8850672716443517,0.04333891622083641,0.9822916666977107,low + mid,near,000 + 090,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radnear-az270,elhigh-radnear-az135,ellow-radnear-az270 + elhigh-radnear-az135,8,0.9457141635632818,0.9025035000276955,0.043210663535586225,0.9748015880702979,low + high,near,135 + 270,2,1,2,135,135.0,same_radius,low_high,diagonal_135,elevation+azimuth,2
elhigh-radmid-az135,elhigh-radfar-az225,elhigh-radmid-az135 + elhigh-radfar-az225,3,0.783670205311425,0.7409549971063664,0.042715208205058586,0.7345114090790351,high,mid + far,135 + 225,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radmid-az045,elhigh-radfar-az090,ellow-radmid-az045 + elhigh-radfar-az090,7,0.8591403127297796,0.8167413291247482,0.04239898360503147,0.8539030618555083,low + high,mid + far,045 + 090,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radnear-az090,elhigh-radfar-az180,ellow-radnear-az090 + elhigh-radfar-az180,7,0.9365602326227298,0.8946603375700245,0.041899895052705305,0.9447619065287567,low + high,near + far,090 + 180,2,2,2,90,90.0,near_far,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az000,elhigh-radmid-az045,ellow-radnear-az000 + elhigh-radmid-az045,7,0.9025015156435627,0.860760089779079,0.041741425864483706,0.956547619083098,low + high,near + mid,000 + 045,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az045,ellow-radfar-az000,ellow-radmid-az045 + ellow-radfar-az000,9,0.8762859905835241,0.8348257801179761,0.04146021046554793,0.8806746036943698,low,mid + far,000 + 045,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
ellow-radmid-az135,elhigh-radmid-az090,ellow-radmid-az135 + elhigh-radmid-az090,4,0.9133101427187924,0.8725544609654889,0.04075568175330346,0.975,low + high,mid,090 + 135,2,1,2,45,45.0,same_radius,low_high,adjacent_45,elevation+azimuth,2
elmid-radfar-az135,elhigh-radfar-az090,elmid-radfar-az135 + elhigh-radfar-az090,5,0.87236438748998,0.8317501728926147,0.04061421459736536,0.9260000000149011,mid + high,far,090 + 135,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
ellow-radmid-az180,elmid-radfar-az045,ellow-radmid-az180 + elmid-radfar-az045,4,0.8517204548241128,0.8118342323285477,0.03988622249556517,0.92109375,low + mid,mid + far,045 + 180,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az135,ellow-radfar-az000,ellow-radnear-az135 + ellow-radfar-az000,7,0.9432746307592649,0.9034330200791477,0.03984161068011716,0.9297252758361755,low,near + far,000 + 135,1,2,2,135,135.0,near_far,same_elevation,diagonal_135,distance+azimuth,2
ellow-radnear-az135,elmid-radnear-az135,ellow-radnear-az135 + elmid-radnear-az135,7,0.9288685207301225,0.88944786492795,0.039420655802172466,0.947817460861471,low + mid,near,135,2,1,1,0,0.0,same_radius,adjacent_elevation,same_azimuth,elevation_only,1
ellow-radmid-az045,elmid-radfar-az090,ellow-radmid-az045 + elmid-radfar-az090,6,0.8256206811085812,0.7866093560462577,0.03901132506232352,0.8256666692321498,low + mid,mid + far,045 + 090,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az090,elhigh-radfar-az315,ellow-radmid-az090 + elhigh-radfar-az315,6,0.88382719621347,0.844838959880215,0.03898823633325499,0.8937499999999999,low + high,mid + far,090 + 315,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radfar-az225,elhigh-radnear-az135,ellow-radfar-az225 + elhigh-radnear-az135,6,0.782967094256462,0.7441766947402151,0.038790399516246965,0.7694444448376695,low + high,near + far,135 + 225,2,2,2,90,90.0,near_far,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radmid-az270,elhigh-radfar-az135,ellow-radmid-az270 + elhigh-radfar-az135,3,0.8491485752395036,0.8105645685477137,0.03858400669178985,0.875,low + high,mid + far,135 + 270,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az270,elhigh-radmid-az090,ellow-radmid-az270 + elhigh-radmid-az090,3,0.8733512857423188,0.835335754995126,0.03801553074719277,0.9069444445272287,low + high,mid,090 + 270,2,1,2,180,180.0,same_radius,low_high,opposite_180,elevation+azimuth,2
ellow-radfar-az180,elmid-radmid-az180,ellow-radfar-az180 + elmid-radmid-az180,4,0.8478453775966655,0.8098543522422261,0.03799102535443932,0.86875,low + mid,mid + far,180,2,2,1,0,0.0,adjacent_radius,adjacent_elevation,same_azimuth,distance+elevation,2
ellow-radfar-az000,elhigh-radfar-az225,ellow-radfar-az000 + elhigh-radfar-az225,8,0.9356294404146643,0.8976421196720503,0.03798732074261402,0.975611742831936,low + high,far,000 + 225,2,1,2,135,135.0,same_radius,low_high,diagonal_135,elevation+azimuth,2
ellow-radfar-az225,elhigh-radmid-az270,ellow-radfar-az225 + elhigh-radmid-az270,5,0.7217666494252398,0.6839542931386973,0.03781235628654256,0.7215277754598193,low + high,mid + far,225 + 270,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az045,elhigh-radmid-az045,ellow-radfar-az045 + elhigh-radmid-az045,2,0.9037380147779821,0.8661103642892325,0.03762765048874961,0.9453703715017548,low + high,mid + far,045,2,2,1,0,0.0,adjacent_radius,low_high,same_azimuth,distance+elevation,2
ellow-radmid-az135,elhigh-radnear-az180,ellow-radmid-az135 + elhigh-radnear-az180,6,0.8659393519531472,0.8285201648079941,0.03741918714515313,0.9166666666666666,low + high,near + mid,135 + 180,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radnear-az270,elmid-radmid-az270,ellow-radnear-az270 + elmid-radmid-az270,11,0.9276374302964683,0.8905198030577295,0.03711762723873879,0.9368497479518857,low + mid,near + mid,270,2,2,1,0,0.0,adjacent_radius,adjacent_elevation,same_azimuth,distance+elevation,2
ellow-radnear-az000,elmid-radmid-az225,ellow-radnear-az000 + elmid-radmid-az225,6,0.9319792601842151,0.8950740073367301,0.036905252847484915,0.9770833333333333,low + mid,near + mid,000 + 225,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elmid-radnear-az180,elmid-radfar-az180,elmid-radnear-az180 + elmid-radfar-az180,8,0.9234025962511221,0.8868260216250898,0.036576574626032254,0.9671875,mid,near + far,180,1,2,1,0,0.0,near_far,same_elevation,same_azimuth,distance_only,1
ellow-radnear-az000,ellow-radfar-az090,ellow-radnear-az000 + ellow-radfar-az090,5,0.9061292720489043,0.8697359534021608,0.036393318646743444,0.8287619050592184,low,near + far,000 + 090,1,2,2,90,90.0,near_far,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radfar-az000,elhigh-radnear-az270,ellow-radfar-az000 + elhigh-radnear-az270,6,0.841630623129296,0.8054553035555388,0.03617531957375719,0.8793650797435215,low + high,near + far,000 + 270,2,2,2,90,90.0,near_far,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radmid-az180,ellow-radfar-az225,ellow-radmid-az180 + ellow-radfar-az225,2,0.6789010415386016,0.6428336991075909,0.03606734243101073,0.7,low,mid + far,180 + 225,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
ellow-radfar-az135,elmid-radfar-az315,ellow-radfar-az135 + elmid-radfar-az315,3,0.8409661753563853,0.8055198184935991,0.03544635686278619,0.7888888897167311,low + mid,far,135 + 315,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
ellow-radnear-az180,elhigh-radmid-az180,ellow-radnear-az180 + elhigh-radmid-az180,10,0.9240579724013382,0.8887720769415868,0.03528589545975147,0.967144446250134,low + high,near + mid,180,2,2,1,0,0.0,adjacent_radius,low_high,same_azimuth,distance+elevation,2
ellow-radmid-az135,ellow-radfar-az135,ellow-radmid-az135 + ellow-radfar-az135,8,0.6907927027496474,0.6556988775860995,0.035093825163547976,0.7422619052497403,low,mid + far,135,1,2,1,0,0.0,adjacent_radius,same_elevation,same_azimuth,distance_only,1
ellow-radnear-az270,elhigh-radmid-az225,ellow-radnear-az270 + elhigh-radmid-az225,8,0.9300995369664067,0.8950352865937465,0.035064250372660144,0.9594626916087784,low + high,near + mid,225 + 270,2,2,2,45,45.0,adjacent_radius,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az180,elhigh-radfar-az045,ellow-radmid-az180 + elhigh-radfar-az045,8,0.924392347913308,0.8894598926335631,0.03493245527974498,0.9625558036379516,low + high,mid + far,045 + 180,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az270,elhigh-radfar-az180,ellow-radnear-az270 + elhigh-radfar-az180,3,0.9002715537552959,0.865514223656966,0.03475733009832993,0.9666666666666667,low + high,near + far,180 + 270,2,2,2,90,90.0,near_far,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radmid-az045,ellow-radmid-az270,ellow-radmid-az045 + ellow-radmid-az270,6,0.916236767345224,0.8815555142960557,0.03468125304916825,0.8857638900064759,low,mid,045 + 270,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
elmid-radmid-az315,elmid-radfar-az180,elmid-radmid-az315 + elmid-radfar-az180,6,0.9102673646975733,0.875590456655369,0.034676908042204246,0.9445868935733185,mid,mid + far,180 + 315,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
ellow-radnear-az045,elhigh-radnear-az135,ellow-radnear-az045 + elhigh-radnear-az135,6,0.8977561788439944,0.8630912339170234,0.03466494492697103,0.9333333333333332,low + high,near,045 + 135,2,1,2,90,90.0,same_radius,low_high,quarter_turn_90,elevation+azimuth,2
ellow-radnear-az000,elmid-radfar-az045,ellow-radnear-az000 + elmid-radfar-az045,7,0.908299466734624,0.8736668157893211,0.03463265094530288,0.9010369687278754,low + mid,near + far,000 + 045,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az045,elmid-radfar-az315,ellow-radfar-az045 + elmid-radfar-az315,5,0.8313518287656365,0.7969015152947364,0.03445031347090011,0.898148148600702,low + mid,far,045 + 315,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radmid-az090,elmid-radfar-az135,ellow-radmid-az090 + elmid-radfar-az135,6,0.8987589964146713,0.8644962353360537,0.03426276107861759,0.9332439903546272,low + mid,mid + far,090 + 135,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radnear-az270,elhigh-radmid-az045,ellow-radnear-az270 + elhigh-radmid-az045,5,0.9107382517610653,0.8765005856001415,0.03423766616092372,0.8933333337306977,low + high,near + mid,045 + 270,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
